Polymer Concentration,Pore Size,Resistance,Rejection
0,11.5,19.9,92
0.005005005,11.5008008,19.88928929,91.998999
0.01001001,11.5016016,19.87857858,91.997998
0.015015015,11.5024024,19.86786787,91.996997
0.02002002,11.5032032,19.85715716,91.995996
0.025025025,11.504004,19.84644645,91.99499499
0.03003003,11.5048048,19.83573574,91.99399399
0.035035035,11.50560561,19.82502503,91.99299299
0.04004004,11.50640641,19.81431431,91.99199199
0.045045045,11.50720721,19.8036036,91.99099099
0.05005005,11.50800801,19.79289289,91.98998999
0.055055055,11.50880881,19.78218218,91.98898899
0.06006006,11.50960961,19.77147147,91.98798799
0.065065065,11.51041041,19.76076076,91.98698699
0.07007007,11.51121121,19.75005005,91.98598599
0.075075075,11.51201201,19.73933934,91.98498498
0.08008008,11.51281281,19.72862863,91.98398398
0.085085085,11.51361361,19.71791792,91.98298298
0.09009009,11.51441441,19.70720721,91.98198198
0.095095095,11.51521522,19.6964965,91.98098098
0.1001001,11.51601602,19.68578579,91.97997998
0.105105105,11.51681682,19.67507508,91.97897898
0.11011011,11.51761762,19.66436436,91.97797798
0.115115115,11.51841842,19.65365365,91.97697698
0.12012012,11.51921922,19.64294294,91.97597598
0.125125125,11.52002002,19.63223223,91.97497497
0.13013013,11.52082082,19.62152152,91.97397397
0.135135135,11.52162162,19.61081081,91.97297297
0.14014014,11.52242242,19.6001001,91.97197197
0.145145145,11.52322322,19.58938939,91.97097097
0.15015015,11.52402402,19.57867868,91.96996997
0.155155155,11.52482482,19.56796797,91.96896897
0.16016016,11.52562563,19.55725726,91.96796797
0.165165165,11.52642643,19.54654655,91.96696697
0.17017017,11.52722723,19.53583584,91.96596597
0.175175175,11.52802803,19.52512513,91.96496496
0.18018018,11.52882883,19.51441441,91.96396396
0.185185185,11.52962963,19.5037037,91.96296296
0.19019019,11.53043043,19.49299299,91.96196196
0.195195195,11.53123123,19.48228228,91.96096096
0.2002002,11.53203203,19.47157157,91.95995996
0.205205205,11.53283283,19.46086086,91.95895896
0.21021021,11.53363363,19.45015015,91.95795796
0.215215215,11.53443443,19.43943944,91.95695696
0.22022022,11.53523524,19.42872873,91.95595596
0.225225225,11.53603604,19.41801802,91.95495495
0.23023023,11.53683684,19.40730731,91.95395395
0.235235235,11.53763764,19.3965966,91.95295295
0.24024024,11.53843844,19.38588589,91.95195195
0.245245245,11.53923924,19.37517518,91.95095095
0.25025025,11.54004004,19.36446446,91.94994995
0.255255255,11.54084084,19.35375375,91.94894895
0.26026026,11.54164164,19.34304304,91.94794795
0.265265265,11.54244244,19.33233233,91.94694695
0.27027027,11.54324324,19.32162162,91.94594595
0.275275275,11.54404404,19.31091091,91.94494494
0.28028028,11.54484484,19.3002002,91.94394394
0.285285285,11.54564565,19.28948949,91.94294294
0.29029029,11.54644645,19.27877878,91.94194194
0.295295295,11.54724725,19.26806807,91.94094094
0.3003003,11.54804805,19.25735736,91.93993994
0.305305305,11.54884885,19.24664665,91.93893894
0.31031031,11.54964965,19.23593594,91.93793794
0.315315315,11.55045045,19.22522523,91.93693694
0.32032032,11.55125125,19.21451451,91.93593594
0.325325325,11.55205205,19.2038038,91.93493493
0.33033033,11.55285285,19.19309309,91.93393393
0.335335335,11.55365365,19.18238238,91.93293293
0.34034034,11.55445445,19.17167167,91.93193193
0.345345345,11.55525526,19.16096096,91.93093093
0.35035035,11.55605606,19.15025025,91.92992993
0.355355355,11.55685686,19.13953954,91.92892893
0.36036036,11.55765766,19.12882883,91.92792793
0.365365365,11.55845846,19.11811812,91.92692693
0.37037037,11.55925926,19.10740741,91.92592593
0.375375375,11.56006006,19.0966967,91.92492492
0.38038038,11.56086086,19.08598599,91.92392392
0.385385385,11.56166166,19.07527528,91.92292292
0.39039039,11.56246246,19.06456456,91.92192192
0.395395395,11.56326326,19.05385385,91.92092092
0.4004004,11.56406406,19.04314314,91.91991992
0.405405405,11.56486486,19.03243243,91.91891892
0.41041041,11.56566567,19.02172172,91.91791792
0.415415415,11.56646647,19.01101101,91.91691692
0.42042042,11.56726727,19.0003003,91.91591592
0.425425425,11.56806807,18.98958959,91.91491491
0.43043043,11.56886887,18.97887888,91.91391391
0.435435435,11.56966967,18.96816817,91.91291291
0.44044044,11.57047047,18.95745746,91.91191191
0.445445445,11.57127127,18.94674675,91.91091091
0.45045045,11.57207207,18.93603604,91.90990991
0.455455455,11.57287287,18.92532533,91.90890891
0.46046046,11.57367367,18.91461461,91.90790791
0.465465465,11.57447447,18.9039039,91.90690691
0.47047047,11.57527528,18.89319319,91.90590591
0.475475475,11.57607608,18.88248248,91.9049049
0.48048048,11.57687688,18.87177177,91.9039039
0.485485485,11.57767768,18.86106106,91.9029029
0.49049049,11.57847848,18.85035035,91.9019019
0.495495495,11.57927928,18.83963964,91.9009009
0.500500501,11.58008008,18.82892893,91.8998999
0.505505506,11.58088088,18.81821822,91.8988989
0.510510511,11.58168168,18.80750751,91.8978979
0.515515516,11.58248248,18.7967968,91.8968969
0.520520521,11.58328328,18.78608609,91.8958959
0.525525526,11.58408408,18.77537538,91.89489489
0.530530531,11.58488488,18.76466466,91.89389389
0.535535536,11.58568569,18.75395395,91.89289289
0.540540541,11.58648649,18.74324324,91.89189189
0.545545546,11.58728729,18.73253253,91.89089089
0.550550551,11.58808809,18.72182182,91.88988989
0.555555556,11.58888889,18.71111111,91.88888889
0.560560561,11.58968969,18.7004004,91.88788789
0.565565566,11.59049049,18.68968969,91.88688689
0.570570571,11.59129129,18.67897898,91.88588589
0.575575576,11.59209209,18.66826827,91.88488488
0.580580581,11.59289289,18.65755756,91.88388388
0.585585586,11.59369369,18.64684685,91.88288288
0.590590591,11.59449449,18.63613614,91.88188188
0.595595596,11.5952953,18.62542543,91.88088088
0.600600601,11.5960961,18.61471471,91.87987988
0.605605606,11.5968969,18.604004,91.87887888
0.610610611,11.5976977,18.59329329,91.87787788
0.615615616,11.5984985,18.58258258,91.87687688
0.620620621,11.5992993,18.57187187,91.87587588
0.625625626,11.6001001,18.56116116,91.87487487
0.630630631,11.6009009,18.55045045,91.87387387
0.635635636,11.6017017,18.53973974,91.87287287
0.640640641,11.6025025,18.52902903,91.87187187
0.645645646,11.6033033,18.51831832,91.87087087
0.650650651,11.6041041,18.50760761,91.86986987
0.655655656,11.6049049,18.4968969,91.86886887
0.660660661,11.60570571,18.48618619,91.86786787
0.665665666,11.60650651,18.47547548,91.86686687
0.670670671,11.60730731,18.46476476,91.86586587
0.675675676,11.60810811,18.45405405,91.86486486
0.680680681,11.60890891,18.44334334,91.86386386
0.685685686,11.60970971,18.43263263,91.86286286
0.690690691,11.61051051,18.42192192,91.86186186
0.695695696,11.61131131,18.41121121,91.86086086
0.700700701,11.61211211,18.4005005,91.85985986
0.705705706,11.61291291,18.38978979,91.85885886
0.710710711,11.61371371,18.37907908,91.85785786
0.715715716,11.61451451,18.36836837,91.85685686
0.720720721,11.61531532,18.35765766,91.85585586
0.725725726,11.61611612,18.34694695,91.85485485
0.730730731,11.61691692,18.33623624,91.85385385
0.735735736,11.61771772,18.32552553,91.85285285
0.740740741,11.61851852,18.31481481,91.85185185
